domain,counter offset,name,group count,detailed description,flag,record byte offset,record length,primary group index,description
3,0,PM_BR_PRED_BR1,1,,0,0,0,0,"Conditional Branch Completed on BR1 (2nd branch in group) in which the HW predicted the Direction or Target. Note: BR1 can only be used in Single Thread Mode. In all of the SMT modes, only one branch can complete, thus BR1 is unused"
3,0,PM_BR_PRED_CCACHE_BR0,1,,0,0,0,0,Conditional Branch Completed on BR0 that used the Count Cache for Target Prediction
3,0,PM_BR_PRED_CCACHE_BR1,1,,0,0,0,0,Conditional Branch Completed on BR1 that used the Count Cache for Target Prediction
3,0,PM_BR_PRED_CR_BR0,1,,0,0,0,0,"Conditional Branch Completed on BR0 that had its direction predicted. I-form branches do not set this event. In addition, B-form branches which do not use the BHT do not set this event - these are branches with BO-field set to 'always taken' and branches"
3,0,PM_BR_PRED_CR_BR1,1,,0,0,0,0,"Conditional Branch Completed on BR1 that had its direction predicted. I-form branches do not set this event. In addition, B-form branches which do not use the BHT do not set this event - these are branches with BO-field set to 'always taken' and branches"
3,0,PM_BR_PRED_LSTACK_BR0,1,,0,0,0,0,Conditional Branch Completed on BR0 that used the Link Stack for Target Prediction
3,0,PM_BR_PRED_LSTACK_BR1,1,,0,0,0,0,Conditional Branch Completed on BR1 that used the Link Stack for Target Prediction
3,0,PM_BR_PRED_TA_BR0,1,,0,0,0,0,Conditional Branch Completed on BR0 that had its target address predicted. Only XL-form branches set this event
3,0,PM_BR_PRED_TA_BR1,1,,0,0,0,0,Conditional Branch Completed on BR1 that had its target address predicted. Only XL-form branches set this event
3,0,PM_BR_TAKEN_CMPL,1,Branch Taken,0,0,0,0,New event for Branch Taken
3,0,PM_BR_UNCOND_BR0,1,,0,0,0,0,"Unconditional Branch Completed on BR0. HW branch prediction was not used for this branch. This can be an I-form branch, a B-form branch with BO-field set to branch always, or a B-form branch which was coverted to a Resolve"
3,0,PM_BR_UNCOND_BR1,1,,0,0,0,0,"Unconditional Branch Completed on BR1. HW branch prediction was not used for this branch. This can be an I-form branch, a B-form branch with BO-field set to branch always, or a B-form branch which was coverted to a Resolve"
3,0,PM_CASTOUT_ISSUED,1,,0,0,0,0,Castouts issued
3,0,PM_CASTOUT_ISSUED_GPR,1,,0,0,0,0,Castouts issued GPR
3,0,PM_CHIP_PUMP_CPRED,1,,0,0,0,0,"Initial and Final Pump Scope and data sourced across this scope was chip pump (prediction=correct) for all data types ( demand load,data,inst prefetch,inst fetch,xlate (I or d)"
3,0,PM_CLB_HELD,1,,0,0,0,0,CLB Hold: Any Reason
3,0,PM_CMPLU_STALL,1,Completion Stall (any reason),0,0,0,0,"No groups completed, GCT not empty"
3,0,PM_CMPLU_STALL_BRU,1,,0,0,0,0,Completion stall due to a Branch Unit
3,0,PM_CMPLU_STALL_BRU_CRU,1,,0,0,0,0,Completion stall due to IFU
3,0,PM_CMPLU_STALL_COQ_FULL,1,,0,0,0,0,Completion stall due to CO q full
3,0,PM_CMPLU_STALL_DCACHE_MISS,1,,0,0,0,0,Completion stall by Dcache miss
3,0,PM_CMPLU_STALL_DMISS_L21_L31,1,,0,0,0,0,Completion stall by Dcache miss which resolved on chip ( excluding local L2/L3)
3,0,PM_CMPLU_STALL_DMISS_L2L3,1,,0,0,0,0,Completion stall by Dcache miss which resolved in L2/L3
3,0,PM_CMPLU_STALL_DMISS_L2L3_CONFLICT,1,Completion stall due to cache miss resolving in core's L2/L3 with a conflict,0,0,0,0,Completion stall due to cache miss due to L2 l3 conflict
3,0,PM_CMPLU_STALL_DMISS_L3MISS,1,,0,0,0,0,Completion stall due to cache miss resolving missed the L3
3,0,PM_CMPLU_STALL_DMISS_LMEM,1,Completion stall due to cache miss resolving in core's Local Memory,0,0,0,0,GCT empty by branch mispredict + IC miss
3,0,PM_CMPLU_STALL_DMISS_REMOTE,1,Completion stall by Dcache miss which resolved on chip ( excluding local L2/L3),0,0,0,0,Completion stall by Dcache miss which resolved from remote chip (cache or memory)
3,0,PM_CMPLU_STALL_ERAT_MISS,1,,0,0,0,0,Completion stall due to LSU reject ERAT miss
3,0,PM_CMPLU_STALL_FLUSH,1,,0,0,0,0,completion stall due to flush by own thread
3,0,PM_CMPLU_STALL_FXLONG,1,,0,0,0,0,Completion stall due to a long latency fixed point instruction
3,0,PM_CMPLU_STALL_FXU,1,,0,0,0,0,Completion stall due to FXU
3,0,PM_CMPLU_STALL_HWSYNC,1,,0,0,0,0,completion stall due to hwsync
3,0,PM_CMPLU_STALL_LOAD_FINISH,1,,0,0,0,0,Completion stall due to a Load finish
3,0,PM_CMPLU_STALL_LSU,1,,0,0,0,0,Completion stall by LSU instruction
3,0,PM_CMPLU_STALL_LWSYNC,1,,0,0,0,0,completion stall due to isync/lwsync
3,0,PM_CMPLU_STALL_MEM_ECC_DELAY,1,,0,0,0,0,Completion stall due to mem ECC delay
3,0,PM_CMPLU_STALL_NTCG_FLUSH,1,Completion stall due to reject (load hit store),0,0,0,0,Completion stall due to ntcg flush
3,0,PM_CMPLU_STALL_OTHER_CMPL,1,Instructions core completed while this thread was stalled,0,0,0,0,
3,0,PM_CMPLU_STALL_REJECT,1,,0,0,0,0,Completion stall due to LSU reject
3,0,PM_CMPLU_STALL_REJECT_LHS,1,,0,0,0,0,Completion stall due to reject (load hit store)
3,0,PM_CMPLU_STALL_REJ_LMQ_FULL,1,,0,0,0,0,Completion stall due to LSU reject LMQ full
3,0,PM_CMPLU_STALL_SCALAR,1,,0,0,0,0,Completion stall due to VSU scalar instruction
3,0,PM_CMPLU_STALL_SCALAR_LONG,1,,0,0,0,0,Completion stall due to VSU scalar long latency instruction
3,0,PM_CMPLU_STALL_STORE,1,Completion stall by stores,0,0,0,0,Completion stall by stores this includes store agen finishes in pipe LS0/LS1 and store data finishes in LS2/LS3
3,0,PM_CMPLU_STALL_ST_FWD,1,,0,0,0,0,Completion stall due to store forward
3,0,PM_CMPLU_STALL_THRD,1,Completion stall due to thread conflict,0,0,0,0,Completion Stalled due to thread conflict. Group ready to complete but it was another thread's turn
3,0,PM_CMPLU_STALL_VECTOR,1,,0,0,0,0,Completion stall due to VSU vector instruction
3,0,PM_CMPLU_STALL_VECTOR_LONG,1,,0,0,0,0,Completion stall due to VSU vector long instruction
3,0,PM_CMPLU_STALL_VSU,1,,0,0,0,0,Completion stall due to VSU instruction
3,0,PM_CO0_BUSY,1,0.0,0,0,0,0,CO mach 0 Busy. Used by PMU to sample ave RC livetime(mach0 used as sample point)
3,0,PM_CO0_DONE,1,0.0,0,0,0,0,CO mach 0 Busy. Used by PMU to sample ave RC livetime(mach0 used as sample point)
3,0,PM_CO_DISP_FAIL,1,,0,0,0,0,CO dispatch failed due to all CO machines being busy
3,0,PM_CO_TM_SC_FOOTPRINT,1,,0,0,0,0,L2 did a cleanifdirty CO to the L3 (ie created an SC line in the L3)
3,0,PM_CO_USAGE,1,,0,0,0,0,continuous 16 cycle(2to1) window where this signals rotates thru sampling each machine busy. PMU uses this wave to then do 16 cyc count to sample total number of machs running
3,0,PM_CRU_FIN,1,,0,0,0,0,IFU Finished a (non-branch) instruction
3,0,PM_CYC,1,,0,0,0,0,Cycles
3,0,PM_DATA_ALL_CHIP_PUMP_CPRED,1,,0,0,0,0,Initial and Final Pump Scope and data sourced across this scope was chip pump (prediction=correct) for either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_DL2L3_MOD,1,,0,0,0,0,"The processor's data cache was reloaded with Modified (M) data from another chip's L2 or L3 on a different Node or Group (Distant), as this chip due to either a demand load or prefetch"
3,0,PM_DATA_ALL_FROM_DL2L3_SHR,1,,0,0,0,0,"The processor's data cache was reloaded with Shared (S) data from another chip's L2 or L3 on a different Node or Group (Distant), as this chip due to either a demand load or prefetch"
3,0,PM_DATA_ALL_FROM_DL4,1,,0,0,0,0,The processor's data cache was reloaded from another chip's L4 on a different Node or Group (Distant) due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_DMEM,1,,0,0,0,0,The processor's data cache was reloaded from another chip's memory on the same Node or Group (Distant) due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L2,1,,0,0,0,0,The processor's data cache was reloaded from local core's L2 due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L2.1_MOD,1,,0,0,0,0,The processor's data cache was reloaded with Modified (M) data from another core's L2 on the same chip due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L2.1_SHR,1,,0,0,0,0,The processor's data cache was reloaded with Shared (S) data from another core's L2 on the same chip due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L2MISS_MOD,1,,0,0,0,0,The processor's data cache was reloaded from a localtion other than the local core's L2 due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L2_DISP_CONFLICT_LDHITST,1,,0,0,0,0,The processor's data cache was reloaded from local core's L2 with load hit store conflict due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L2_DISP_CONFLICT_OTHER,1,,0,0,0,0,The processor's data cache was reloaded from local core's L2 with dispatch conflict due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L2_NO_CONFLICT,1,,0,0,0,0,The processor's data cache was reloaded from local core's L2 without conflict due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L3,1,,0,0,0,0,The processor's data cache was reloaded from local core's L3 due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L3.1_ECO_MOD,1,,0,0,0,0,The processor's data cache was reloaded with Modified (M) data from another core's ECO L3 on the same chip due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L3.1_ECO_SHR,1,,0,0,0,0,The processor's data cache was reloaded with Shared (S) data from another core's ECO L3 on the same chip due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L3.1_MOD,1,,0,0,0,0,The processor's data cache was reloaded with Modified (M) data from another core's L3 on the same chip due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L3.1_SHR,1,,0,0,0,0,The processor's data cache was reloaded with Shared (S) data from another core's L3 on the same chip due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L3MISS_MOD,1,,0,0,0,0,The processor's data cache was reloaded from a localtion other than the local core's L3 due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L3_DISP_CONFLICT,1,,0,0,0,0,The processor's data cache was reloaded from local core's L3 with dispatch conflict due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_L3_NO_CONFLICT,1,,0,0,0,0,The processor's data cache was reloaded from local core's L3 without conflict due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_LL4,1,,0,0,0,0,The processor's data cache was reloaded from the local chip's L4 cache due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_LMEM,1,,0,0,0,0,The processor's data cache was reloaded from the local chip's Memory due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_MEMORY,1,,0,0,0,0,The processor's data cache was reloaded from a memory location including L4 from local remote or distant due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_OFF_CHIP_CACHE,1,,0,0,0,0,The processor's data cache was reloaded either shared or modified data from another core's L2/L3 on a different chip (remote or distant) due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_ON_CHIP_CACHE,1,,0,0,0,0,The processor's data cache was reloaded either shared or modified data from another core's L2/L3 on the same chip due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_RL2L3_MOD,1,,0,0,0,0,"The processor's data cache was reloaded with Modified (M) data from another chip's L2 or L3 on the same Node or Group (Remote), as this chip due to either a demand load or prefetch"
3,0,PM_DATA_ALL_FROM_RL2L3_SHR,1,,0,0,0,0,"The processor's data cache was reloaded with Shared (S) data from another chip's L2 or L3 on the same Node or Group (Remote), as this chip due to either a demand load or prefetch"
3,0,PM_DATA_ALL_FROM_RL4,1,,0,0,0,0,The processor's data cache was reloaded from another chip's L4 on the same Node or Group ( Remote) due to either a demand load or prefetch
3,0,PM_DATA_ALL_FROM_RMEM,1,,0,0,0,0,The processor's data cache was reloaded from another chip's memory on the same Node or Group ( Remote) due to either a demand load or prefetch
3,0,PM_DATA_ALL_GRP_PUMP_CPRED,1,,0,0,0,0,Initial and Final Pump Scope and data sourced across this scope was group pump for either a demand load or prefetch
3,0,PM_DATA_ALL_GRP_PUMP_MPRED,1,,0,0,0,0,"Final Pump Scope(Group) to get data sourced, ended up larger than Initial Pump Scope OR Final Pump Scope(Group) got data from source that was at smaller scope(Chip) Final pump was group pump and initial pump was chip or final and initial pump was group but data was sourced at chip scope levelfor either a demand load or prefetch"
3,0,PM_DATA_ALL_GRP_PUMP_MPRED_RTY,1,,0,0,0,0,"Final Pump Scope(Group) to get data sourced, ended up larger than Initial Pump Scope (Chip) Final pump was group pump and initial pump was chip pumpfor either a demand load or prefetch"
3,0,PM_DATA_ALL_PUMP_CPRED,1,,0,0,0,0,Pump prediction correct. Counts across all types of pumps for either a demand load or prefetch
3,0,PM_DATA_ALL_PUMP_MPRED,1,,0,0,0,0,Pump Mis prediction Counts across all types of pumpsfor a demand load
3,0,PM_DATA_ALL_SYS_PUMP_CPRED,1,,0,0,0,0,Initial and Final Pump Scope and data sourced across this scope was system pump for either a demand load or prefetch
3,0,PM_DATA_ALL_SYS_PUMP_MPRED,1,,0,0,0,0,"Final Pump Scope(system) to get data sourced, ended up larger than Initial Pump Scope(Chip/Group) OR Final Pump Scope(system) got data from source that was at smaller scope(Chip/group) Final pump was system pump and initial pump was chip or group or final and initial pump was system but data was sourced at chip/group scope levelfor either a demand load or prefetch"
3,0,PM_DATA_ALL_SYS_PUMP_MPRED_RTY,1,,0,0,0,0,"Final Pump Scope(system) to get data sourced, ended up larger than Initial Pump Scope (Chip or Group) for either a demand load or prefetch"
3,0,PM_DATA_CHIP_PUMP_CPRED,1,,0,0,0,0,Initial and Final Pump Scope and data sourced across this scope was chip pump (prediction=correct) for a demand load
3,0,PM_DATA_FROM_DL2L3_MOD,1,,0,0,0,0,"The processor's data cache was reloaded with Modified (M) data from another chip's L2 or L3 on a different Node or Group (Distant), as this chip due to a demand load"
3,0,PM_DATA_FROM_DL2L3_SHR,1,,0,0,0,0,"The processor's data cache was reloaded with Shared (S) data from another chip's L2 or L3 on a different Node or Group (Distant), as this chip due to a demand load"
3,0,PM_DATA_FROM_DL4,1,,0,0,0,0,The processor's data cache was reloaded from another chip's L4 on a different Node or Group (Distant) due to a demand load
3,0,PM_DATA_FROM_DMEM,1,,0,0,0,0,The processor's data cache was reloaded from another chip's memory on the same Node or Group (Distant) due to a demand load
3,0,PM_DATA_FROM_L2,1,The processor's data cache was reloaded from local core's L2 due to a demand load or demand load plus prefetch controlled by MMCR1[20],0,0,0,0,The processor's data cache was reloaded from local core's L2 due to a demand load or demand load plus prefetch controlled by MMCR1[16]
3,0,PM_DATA_FROM_L2.1_MOD,1,,0,0,0,0,The processor's data cache was reloaded with Modified (M) data from another core's L2 on the same chip due to a demand load
3,0,PM_DATA_FROM_L2.1_SHR,1,,0,0,0,0,The processor's data cache was reloaded with Shared (S) data from another core's L2 on the same chip due to a demand load
3,0,PM_DATA_FROM_L2MISS,1,,0,0,0,0,Demand LD - L2 Miss (not L2 hit)
3,0,PM_DATA_FROM_L2MISS_MOD,1,The processor's data cache was reloaded from a localtion other than the local core's L2 due to a demand load or demand load plus prefetch controlled by MMCR1[20],0,0,0,0,The processor's data cache was reloaded from a localtion other than the local core's L2 due to a demand load or demand load plus prefetch controlled by MMCR1[16]
3,0,PM_DATA_FROM_L2_DISP_CONFLICT_LDHITST,1,,0,0,0,0,The processor's data cache was reloaded from local core's L2 with load hit store conflict due to a demand load
3,0,PM_DATA_FROM_L2_DISP_CONFLICT_OTHER,1,,0,0,0,0,The processor's data cache was reloaded from local core's L2 with dispatch conflict due to a demand load
3,0,PM_DATA_FROM_L2_MEPF,1,,0,0,0,0,The processor's data cache was reloaded from local core's L2 hit without dispatch conflicts on Mepf state. due to a demand load
3,0,PM_DATA_FROM_L2_NO_CONFLICT,1,The processor's data cache was reloaded from local core's L2 without conflict due to a demand load or demand load plus prefetch controlled by MMCR1[20],0,0,0,0,The processor's data cache was reloaded from local core's L2 without conflict due to a demand load or demand load plus prefetch controlled by MMCR1[16]
3,0,PM_DATA_FROM_L3,1,,0,0,0,0,The processor's data cache was reloaded from local core's L3 due to a demand load
3,0,PM_DATA_FROM_L3.1_ECO_MOD,1,,0,0,0,0,The processor's data cache was reloaded with Modified (M) data from another core's ECO L3 on the same chip due to a demand load
3,0,PM_DATA_FROM_L3.1_ECO_SHR,1,,0,0,0,0,The processor's data cache was reloaded with Shared (S) data from another core's ECO L3 on the same chip due to a demand load
3,0,PM_DATA_FROM_L3.1_MOD,1,,0,0,0,0,The processor's data cache was reloaded with Modified (M) data from another core's L3 on the same chip due to a demand load
3,0,PM_DATA_FROM_L3.1_SHR,1,The processor's data cache was reloaded with Shared (S) data from another core's L3 on the same chip due to a demand load or demand load plus prefetch controlled by MMCR1[20],0,0,0,0,The processor's data cache was reloaded with Shared (S) data from another core's L3 on the same chip due to a demand load or demand load plus prefetch controlled by MMCR1[16]
3,0,PM_DATA_FROM_L3MISS,1,,0,0,0,0,Demand LD - L3 Miss (not L2 hit and not L3 hit)
3,0,PM_DATA_FROM_L3MISS_MOD,1,,0,0,0,0,The processor's data cache was reloaded from a localtion other than the local core's L3 due to a demand load
3,0,PM_DATA_FROM_L3_DISP_CONFLICT,1,,0,0,0,0,The processor's data cache was reloaded from local core's L3 with dispatch conflict due to a demand load
3,0,PM_DATA_FROM_L3_MEPF,1,,0,0,0,0,The processor's data cache was reloaded from local core's L3 without dispatch conflicts hit on Mepf state. due to a demand load
3,0,PM_DATA_FROM_L3_NO_CONFLICT,1,The processor's data cache was reloaded from local core's L3 without conflict due to a demand load or demand load plus prefetch controlled by MMCR1[20],0,0,0,0,The processor's data cache was reloaded from local core's L3 without conflict due to a demand load or demand load plus prefetch controlled by MMCR1[16]
3,0,PM_DATA_FROM_LL4,1,The processor's data cache was reloaded from the local chip's L4 cache due to a demand load or demand load plus prefetch controlled by MMCR1[20],0,0,0,0,The processor's data cache was reloaded from the local chip's L4 cache due to a demand load or demand load plus prefetch controlled by MMCR1[16]
3,0,PM_DATA_FROM_LMEM,1,,0,0,0,0,The processor's data cache was reloaded from the local chip's Memory due to a demand load
3,0,PM_DATA_FROM_MEM,1,Data cache reload from memory (including L4),0,0,0,0,data from Memory
3,0,PM_DATA_FROM_MEMORY,1,,0,0,0,0,The processor's data cache was reloaded from a memory location including L4 from local remote or distant due to a demand load
3,0,PM_DATA_FROM_OFF_CHIP_CACHE,1,,0,0,0,0,The processor's data cache was reloaded either shared or modified data from another core's L2/L3 on a different chip (remote or distant) due to a demand load
3,0,PM_DATA_FROM_ON_CHIP_CACHE,1,The processor's data cache was reloaded either shared or modified data from another core's L2/L3 on the same chip due to a demand load or demand load plus prefetch controlled by MMCR1[20],0,0,0,0,The processor's data cache was reloaded either shared or modified data from another core's L2/L3 on the same chip due to a demand load or demand load plus prefetch controlled by MMCR1[16]
3,0,PM_DATA_FROM_RL2L3_MOD,1,,0,0,0,0,"The processor's data cache was reloaded with Modified (M) data from another chip's L2 or L3 on the same Node or Group (Remote), as this chip due to a demand load"
3,0,PM_DATA_FROM_RL2L3_SHR,1,"The processor's data cache was reloaded with Shared (S) data from another chip's L2 or L3 on the same Node or Group (Remote), as this chip due to a demand load or demand load plus prefetch controlled by MMCR1[20]",0,0,0,0,"The processor's data cache was reloaded with Shared (S) data from another chip's L2 or L3 on the same Node or Group (Remote), as this chip due to a demand load or demand load plus prefetch controlled by MMCR1[16]"
3,0,PM_DATA_FROM_RL4,1,,0,0,0,0,The processor's data cache was reloaded from another chip's L4 on the same Node or Group ( Remote) due to a demand load
3,0,PM_DATA_FROM_RMEM,1,,0,0,0,0,The processor's data cache was reloaded from another chip's memory on the same Node or Group ( Remote) due to a demand load
3,0,PM_DATA_GRP_PUMP_CPRED,1,,0,0,0,0,Initial and Final Pump Scope and data sourced across this scope was group pump for a demand load
3,0,PM_DATA_GRP_PUMP_MPRED,1,,0,0,0,0,"Final Pump Scope(Group) to get data sourced, ended up larger than Initial Pump Scope OR Final Pump Scope(Group) got data from source that was at smaller scope(Chip) Final pump was group pump and initial pump was chip or final and initial pump was group but data was sourced at chip scope levelfor a demand load"
3,0,PM_DATA_GRP_PUMP_MPRED_RTY,1,,0,0,0,0,"Final Pump Scope(Group) to get data sourced, ended up larger than Initial Pump Scope (Chip) Final pump was group pump and initial pump was chip pumpfor a demand load"
3,0,PM_DATA_PUMP_CPRED,1,,0,0,0,0,Pump prediction correct. Counts across all types of pumps for a demand load
3,0,PM_DATA_PUMP_MPRED,1,,0,0,0,0,Pump Mis prediction Counts across all types of pumpsfor a demand load
3,0,PM_DATA_SYS_PUMP_CPRED,1,,0,0,0,0,Initial and Final Pump Scope and data sourced across this scope was system pump for a demand load
3,0,PM_DATA_SYS_PUMP_MPRED,1,,0,0,0,0,"Final Pump Scope(system) to get data sourced, ended up larger than Initial Pump Scope(Chip/Group) OR Final Pump Scope(system) got data from source that was at smaller scope(Chip/group) Final pump was system pump and initial pump was chip or group or final and initial pump was system but data was sourced at chip/group scope levelfor a demand load"
3,0,PM_DATA_SYS_PUMP_MPRED_RTY,1,,0,0,0,0,"Final Pump Scope(system) to get data sourced, ended up larger than Initial Pump Scope (Chip or Group) for a demand load"
3,0,PM_DATA_TABLEWALK_CYC,1,Data Tablewalk Active,0,0,0,0,Tablwalk Cycles (could be 1 or 2 active)
3,0,PM_DC_COLLISIONS,1,,0,0,0,0,DATA Cache collisions
3,0,PM_DC_PREF_STREAM_ALLOC,1,,0,0,0,0,Stream marked valid. The stream could have been allocated through the hardware prefetch mechanism or through software. This is combined ls0 and ls1
3,0,PM_DC_PREF_STREAM_CONF,1,,0,0,0,0,A demand load referenced a line in an active prefetch stream. The stream could have been allocated through the hardware prefetch mechanism or through software. Combine up + down
3,0,PM_DC_PREF_STREAM_FUZZY_CONF,1,,0,0,0,0,"A demand load referenced a line in an active fuzzy prefetch stream. The stream could have been allocated through the hardware prefetch mechanism or through software.Fuzzy stream confirm (out of order effects, or pf cant keep up)"
3,0,PM_DC_PREF_STREAM_STRIDED_CONF,1,A demand load referenced a line in an active strided prefetch stream. The stream could have been allocated through the hardware prefetch mechanism or through software.,0,0,0,0,A demand load referenced a line in an active strided prefetch stream. The stream could have been allocated through the hardware prefetch mechanism or through software
3,0,PM_DERAT_MISS_16G,1,,0,0,0,0,Data ERAT Miss (Data TLB Access) page size 16G
3,0,PM_DERAT_MISS_16M,1,,0,0,0,0,Data ERAT Miss (Data TLB Access) page size 16M
3,0,PM_DERAT_MISS_4K,1,,0,0,0,0,Data ERAT Miss (Data TLB Access) page size 4K
3,0,PM_DERAT_MISS_64K,1,,0,0,0,0,Data ERAT Miss (Data TLB Access) page size 64K
3,0,PM_DFU,1,,0,0,0,0,Finish DFU (all finish)
3,0,PM_DFU_DCFFIX,1,,0,0,0,0,"Convert from fixed opcode finish (dcffix,dcffixq)"
3,0,PM_DFU_DENBCD,1,,0,0,0,0,"BCD->DPD opcode finish (denbcd, denbcdq)"
3,0,PM_DFU_MC,1,,0,0,0,0,Finish DFU multicycle
3,0,PM_DISP_CLB_HELD_BAL,1,,0,0,0,0,Dispatch/CLB Hold: Balance
3,0,PM_DISP_CLB_HELD_RES,1,,0,0,0,0,Dispatch/CLB Hold: Resource
3,0,PM_DISP_CLB_HELD_SB,1,,0,0,0,0,Dispatch/CLB Hold: Scoreboard
3,0,PM_DISP_CLB_HELD_SYNC,1,,0,0,0,0,Dispatch/CLB Hold: Sync type instruction
3,0,PM_DISP_CLB_HELD_TLBIE,1,,0,0,0,0,Dispatch Hold: Due to TLBIE
3,0,PM_DISP_HELD,1,,0,0,0,0,Dispatch Held
3,0,PM_DISP_HELD_IQ_FULL,1,,0,0,0,0,Dispatch held due to Issue q full
3,0,PM_DISP_HELD_MAP_FULL,1,Dispatch held due to Mapper full,0,0,0,0,Dispatch for this thread was held because the Mappers were full
3,0,PM_DISP_HELD_SRQ_FULL,1,,0,0,0,0,Dispatch held due SRQ no room
3,0,PM_DISP_HELD_SYNC_HOLD,1,,0,0,0,0,Dispatch held due to SYNC hold
3,0,PM_DISP_WT,1,"Dispatched Starved (not held, nothing to dispatch)",0,0,0,0,Dispatched Starved
3,0,PM_DPTEG_FROM_DL2L3_MOD,1,,0,0,0,0,"A Page Table Entry was loaded into the TLB with Modified (M) data from another chip's L2 or L3 on a different Node or Group (Distant), as this chip due to a data side request"
3,0,PM_DPTEG_FROM_DL2L3_SHR,1,,0,0,0,0,"A Page Table Entry was loaded into the TLB with Shared (S) data from another chip's L2 or L3 on a different Node or Group (Distant), as this chip due to a data side request"
3,0,PM_DPTEG_FROM_DL4,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from another chip's L4 on a different Node or Group (Distant) due to a data side request
3,0,PM_DPTEG_FROM_DMEM,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from another chip's memory on the same Node or Group (Distant) due to a data side request
3,0,PM_DPTEG_FROM_L2,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L2 due to a data side request
3,0,PM_DPTEG_FROM_L2.1_MOD,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Modified (M) data from another core's L2 on the same chip due to a data side request
3,0,PM_DPTEG_FROM_L2.1_SHR,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Shared (S) data from another core's L2 on the same chip due to a data side request
3,0,PM_DPTEG_FROM_L2MISS,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from a localtion other than the local core's L2 due to a data side request
3,0,PM_DPTEG_FROM_L2_DISP_CONFLICT_LDHITST,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L2 with load hit store conflict due to a data side request
3,0,PM_DPTEG_FROM_L2_DISP_CONFLICT_OTHER,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L2 with dispatch conflict due to a data side request
3,0,PM_DPTEG_FROM_L2_MEPF,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L2 hit without dispatch conflicts on Mepf state. due to a data side request
3,0,PM_DPTEG_FROM_L2_NO_CONFLICT,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L2 without conflict due to a data side request
3,0,PM_DPTEG_FROM_L3,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L3 due to a data side request
3,0,PM_DPTEG_FROM_L3.1_ECO_MOD,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Modified (M) data from another core's ECO L3 on the same chip due to a data side request
3,0,PM_DPTEG_FROM_L3.1_ECO_SHR,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Shared (S) data from another core's ECO L3 on the same chip due to a data side request
3,0,PM_DPTEG_FROM_L3.1_MOD,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Modified (M) data from another core's L3 on the same chip due to a data side request
3,0,PM_DPTEG_FROM_L3.1_SHR,1,,0,0,0,0,A Page Table Entry was loaded into the TLB with Shared (S) data from another core's L3 on the same chip due to a data side request
3,0,PM_DPTEG_FROM_L3MISS,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from a localtion other than the local core's L3 due to a data side request
3,0,PM_DPTEG_FROM_L3_DISP_CONFLICT,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L3 with dispatch conflict due to a data side request
3,0,PM_DPTEG_FROM_L3_MEPF,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L3 without dispatch conflicts hit on Mepf state. due to a data side request
3,0,PM_DPTEG_FROM_L3_NO_CONFLICT,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from local core's L3 without conflict due to a data side request
3,0,PM_DPTEG_FROM_LL4,1,,0,0,0,0,A Page Table Entry was loaded into the TLB from the local chip's L4 cache due to a data side request
